Tanggal;Tavg;RH_avg;RR;ss;ff_avg;DDD_CAR;lat;long;elevation
02/03/2021;26,8;89;46,7;6,6;1;C ;-610.781;10.688.053;3
03/03/2021;27,4;84;33,8;4,6;2;W ;-610.781;10.688.053;3
04/03/2021;28,5;81;;7;2;NW;-610.781;10.688.053;3
05/03/2021;28,1;81;3,3;2,7;2;C ;-610.781;10.688.053;3
06/03/2021;27,3;86;0,5;5,5;2;C ;-610.781;10.688.053;3
07/03/2021;27,7;83;5;3,3;1;C ;-610.781;10.688.053;3
08/03/2021;27;82;5,6;2,1;3;W ;-610.781;10.688.053;3
09/03/2021;27,3;83;0,2;4,1;1;C ;-610.781;10.688.053;3
10/03/2021;27,6;84;8,8;5,5;2;N ;-610.781;10.688.053;3
11/03/2021;26;85;28;5,1;2;C ;-610.781;10.688.053;3
12/03/2021;27,5;85;2,6;3;3;W ;-610.781;10.688.053;3
13/03/2021;28,5;79;4,5;;3;W ;-610.781;10.688.053;3
14/03/2021;26,9;80;;;3;W ;-610.781;10.688.053;3
15/03/2021;27,7;85;26,7;5,9;1;C ;-610.781;10.688.053;3
16/03/2021;28,4;81;;0;2;C ;-610.781;10.688.053;3
17/03/2021;28,9;77;0;7;2;NW;-610.781;10.688.053;3
18/03/2021;29,6;78;0;8,6;2;C ;-610.781;10.688.053;3
19/03/2021;29;81;;11,1;2;W ;-610.781;10.688.053;3
20/03/2021;28,4;79;;4;2;W ;-610.781;10.688.053;3
21/03/2021;29,1;78;0,2;4,7;3;W ;-610.781;10.688.053;3
22/03/2021;29;79;0;8,6;4;W ;-610.781;10.688.053;3
23/03/2021;29,3;76;8;10;4;W ;-610.781;10.688.053;3
24/03/2021;28,9;74;1;10,6;4;W ;-610.781;10.688.053;3
25/03/2021;28,9;81;0;5,6;2;W ;-610.781;10.688.053;3
26/03/2021;28,8;85;8,8;7,3;2;C ;-610.781;10.688.053;3
27/03/2021;29,6;85;0;10,1;2;C ;-610.781;10.688.053;3
28/03/2021;29,1;84;3,6;4,4;2;C ;-610.781;10.688.053;3
29/03/2021;29;86;0,8;10,1;2;W ;-610.781;10.688.053;3
30/03/2021;27,9;91;0,5;2,1;2;W ;-610.781;10.688.053;3
31/03/2021;28,8;86;1,2;0;4;W ;-610.781;10.688.053;3
01/04/2021;27,7;86;0,7;7,7;4;W ;-610.781;10.688.053;3
02/04/2021;29,3;82;0;0;2;C ;-610.781;10.688.053;3
03/04/2021;26,9;91;46;9,6;1;SE;-610.781;10.688.053;3
04/04/2021;27,8;89;3;0;2;NE;-610.781;10.688.053;3
05/04/2021;29;85;0;0,2;2;W ;-610.781;10.688.053;3
06/04/2021;28,5;83;0;1;6;W ;-610.781;10.688.053;3
07/04/2021;28,1;84;1,6;4,7;3;W ;-610.781;10.688.053;3
08/04/2021;28,8;84;1,5;0,6;3;W ;-610.781;10.688.053;3
09/04/2021;29,4;84;0;8,6;2;W ;-610.781;10.688.053;3
10/04/2021;27,6;88;3,2;9,1;2;C ;-610.781;10.688.053;3
11/04/2021;28,7;84;0;3,9;2;S ;-610.781;10.688.053;3
12/04/2021;29;83;0;5,8;2;C ;-610.781;10.688.053;3
13/04/2021;28;86;17,2;9,4;2;C ;-610.781;10.688.053;3
14/04/2021;28,2;87;1;6,3;2;S ;-610.781;10.688.053;3
15/04/2021;27,8;86;0,5;7,6;2;C ;-610.781;10.688.053;3
16/04/2021;28,8;84;1,8;3,8;2;NE;-610.781;10.688.053;3
17/04/2021;29,6;84;0;9;2;C ;-610.781;10.688.053;3
18/04/2021;28,6;88;1,6;5,9;2;SE;-610.781;10.688.053;3
19/04/2021;29,5;83;8888;3,5;3;S ;-610.781;10.688.053;3
20/04/2021;29,5;82;;9,7;2;SE;-610.781;10.688.053;3
21/04/2021;29,5;81;0;0;3;NE;-610.781;10.688.053;3
22/04/2021;29,6;79;0;10,1;2;NE;-610.781;10.688.053;3
23/04/2021;29,4;84;0;8,2;2;E ;-610.781;10.688.053;3
24/04/2021;28,9;83;9,5;7,8;2;C ;-610.781;10.688.053;3
25/04/2021;29,1;83;;8;2;NE;-610.781;10.688.053;3
26/04/2021;30,2;80;0;7,8;4;E ;-610.781;10.688.053;3
27/04/2021;29,9;82;0;9,9;3;NE;-610.781;10.688.053;3
28/04/2021;29,2;84;1;9,9;2;S ;-610.781;10.688.053;3
29/04/2021;29,3;82;0;1,6;3;NE;-610.781;10.688.053;3
30/04/2021;28,7;85;0;8,4;3;NE;-610.781;10.688.053;3
01/05/2021;29,9;83;0;2,4;4;SE;-610.781;10.688.053;3
02/05/2021;29,9;82;0;8,2;3;E ;-610.781;10.688.053;3
03/05/2021;29,8;83;;7,3;3;E ;-610.781;10.688.053;3
04/05/2021;29,5;84;;4,9;2;NE;-610.781;10.688.053;3
05/05/2021;29,7;83;0;4,2;2;NE;-610.781;10.688.053;3
06/05/2021;27,9;88;11,5;4,5;2;C ;-610.781;10.688.053;3
07/05/2021;29;82;11;4,9;2;NE;-610.781;10.688.053;3
08/05/2021;29,2;85;14;9;2;NE;-610.781;10.688.053;3
09/05/2021;28,2;86;54,8;6,3;2;NE;-610.781;10.688.053;3
10/05/2021;29,5;80;18,5;7,3;3;SE;-610.781;10.688.053;3
11/05/2021;30,1;80;;9,2;3;SE;-610.781;10.688.053;3
12/05/2021;30;82;;9,2;2;SE;-610.781;10.688.053;3
13/05/2021;29,8;84;0;7,5;3;SE;-610.781;10.688.053;3
14/05/2021;30;80;0;6,9;3;E ;-610.781;10.688.053;3
15/05/2021;30,2;80;;6,5;2;SE;-610.781;10.688.053;3
16/05/2021;30,1;78;0;9,8;2;NE;-610.781;10.688.053;3
17/05/2021;29,9;82;;8,5;2;NE;-610.781;10.688.053;3
18/05/2021;27,4;86;91,6;3,4;2;NE;-610.781;10.688.053;3
19/05/2021;29,2;82;0;4,3;2;NE;-610.781;10.688.053;3
20/05/2021;29,7;83;;6,3;3;NE;-610.781;10.688.053;3
21/05/2021;29,4;83;0;10,1;2;E ;-610.781;10.688.053;3
22/05/2021;29,8;79;0;8,5;2;C ;-610.781;10.688.053;3
23/05/2021;29,2;86;;6,4;2;C ;-610.781;10.688.053;3
24/05/2021;29,7;83;;5;2;S ;-610.781;10.688.053;3
25/05/2021;28,9;82;35,2;5,5;3;SE;-610.781;10.688.053;3
26/05/2021;29,5;75;;7,2;4;E ;-610.781;10.688.053;3
27/05/2021;30,1;74;;8,7;4;E ;-610.781;10.688.053;3
28/05/2021;30;74;0;9,8;2;NE;-610.781;10.688.053;3
29/05/2021;27,2;86;0,1;10;2;W ;-610.781;10.688.053;3
30/05/2021;28,6;80;13;0;2;C ;-610.781;10.688.053;3
31/05/2021;29,5;80;;9,5;2;C ;-610.781;10.688.053;3
01/06/2021;29,8;78;0;8,2;2;SE;-610.781;10.688.053;3
02/06/2021;29,8;76;0;5,6;2;NE;-610.781;10.688.053;3
03/06/2021;29,5;79;15,5;6,6;3;E ;-610.781;10.688.053;3
04/06/2021;30,6;74;;5,4;2;C ;-610.781;10.688.053;3
05/06/2021;29,6;78;;;2;NE;-610.781;10.688.053;3
06/06/2021;29,9;78;0;7,8;2;C ;-610.781;10.688.053;3
07/06/2021;28,3;78;44,8;5,2;1;C ;-610.781;10.688.053;3
08/06/2021;29,5;78;0;9;2;NE;-610.781;10.688.053;3
09/06/2021;29,6;76;0;7,5;2;SE;-610.781;10.688.053;3
10/06/2021;29,5;76;0;7,4;2;C ;-610.781;10.688.053;3
11/06/2021;29,5;74;0;4,9;2;S ;-610.781;10.688.053;3
12/06/2021;29,8;74;0;4,6;2;E ;-610.781;10.688.053;3
13/06/2021;29,6;75;0;7,8;3;SE;-610.781;10.688.053;3
14/06/2021;29,1;78;0;6,5;3;E ;-610.781;10.688.053;3
15/06/2021;28,1;78;0,2;1,1;3;SE;-610.781;10.688.053;3
16/06/2021;28,7;78;8888;3,9;2;C ;-610.781;10.688.053;3
17/06/2021;28,7;78;8,5;2;2;C ;-610.781;10.688.053;3
18/06/2021;27,6;82;0,4;0,7;1;C ;-610.781;10.688.053;3
19/06/2021;26,5;89;2;0,7;0;C ;-610.781;10.688.053;3
20/06/2021;27,2;82;53;0;2;C ;-610.781;10.688.053;3
21/06/2021;26,8;82;1,7;2,7;2;W ;-610.781;10.688.053;3
22/06/2021;27,7;78;0;2;2;NE;-610.781;10.688.053;3
23/06/2021;28;81;0;5,2;1;C ;-610.781;10.688.053;3
24/06/2021;27,6;80;0;0;2;SE;-610.781;10.688.053;3
25/06/2021;28,7;76;0,5;1,2;2;SE;-610.781;10.688.053;3
26/06/2021;28,7;80;0;8,4;3;E ;-610.781;10.688.053;3
27/06/2021;28,8;80;0;2,5;1;C ;-610.781;10.688.053;3
28/06/2021;28,5;80;4;9,2;2;SE;-610.781;10.688.053;3
29/06/2021;28,9;74;0;1;2;C ;-610.781;10.688.053;3
30/06/2021;27,8;81;0;7,2;2;NW;-610.781;10.688.053;3
01/07/2021;26,2;88;1,6;1,2;1;C ;-610.781;10.688.053;3
02/07/2021;28,4;76;32,5;0,8;3;E ;-610.781;10.688.053;3
03/07/2021;28,9;76;0;10,4;2;NE;-610.781;10.688.053;3
04/07/2021;28,7;76;0;7,8;2;NE;-610.781;10.688.053;3
05/07/2021;28,9;76;0;9,6;2;NE;-610.781;10.688.053;3
06/07/2021;28,8;74;0;5,8;2;C ;-610.781;10.688.053;3
07/07/2021;28,8;68;0;4,9;2;E ;-610.781;10.688.053;3
08/07/2021;28,7;71;0;2,8;2;E ;-610.781;10.688.053;3
09/07/2021;29,4;72;0;2,5;3;SE;-610.781;10.688.053;3
10/07/2021;29,5;74;0;8,9;4;SE;-610.781;10.688.053;3
11/07/2021;28,7;78;0;4,7;4;E ;-610.781;10.688.053;3
12/07/2021;29,8;66;3,1;1,7;3;E ;-610.781;10.688.053;3
13/07/2021;27,7;76;0;10,7;3;NW;-610.781;10.688.053;3
14/07/2021;28,1;78;8888;0,8;2;NW;-610.781;10.688.053;3
15/07/2021;28,8;73;8888;0,9;2;C ;-610.781;10.688.053;3
16/07/2021;28,9;70;0;3,6;3;SE;-610.781;10.688.053;3
17/07/2021;29,1;70;0;8,7;2;E ;-610.781;10.688.053;3
18/07/2021;28,6;71;0;8,9;2;NE;-610.781;10.688.053;3
19/07/2021;29;76;0;9,6;2;C ;-610.781;10.688.053;3
20/07/2021;28,7;78;0;1,5;2;NE;-610.781;10.688.053;3
21/07/2021;29;77;0,8;6,3;2;NW;-610.781;10.688.053;3
22/07/2021;28,3;77;0,6;5,8;2;NE;-610.781;10.688.053;3
23/07/2021;27,9;80;2,6;1,3;2;C ;-610.781;10.688.053;3
24/07/2021;28,1;80;4,3;1,9;1;C ;-610.781;10.688.053;3
25/07/2021;27,9;78;1,5;4,3;2;NE;-610.781;10.688.053;3
26/07/2021;28,7;66;0;10,7;3;E ;-610.781;10.688.053;3
27/07/2021;28,3;68;0;9,7;2;SE;-610.781;10.688.053;3
28/07/2021;28,9;61;0;10,4;2;C ;-610.781;10.688.053;3
29/07/2021;29,1;65;0;10;2;C ;-610.781;10.688.053;3
30/07/2021;29,2;70;0;9,1;2;N ;-610.781;10.688.053;3
31/07/2021;29,2;76;;8,9;2;N ;-610.781;10.688.053;3
01/08/2021;28,5;76;1,9;2,1;2;S ;-610.781;10.688.053;3
02/08/2021;29,1;73;0;5,7;2;C ;-610.781;10.688.053;3
03/08/2021;29,1;73;0;5,3;2;C ;-610.781;10.688.053;3
04/08/2021;29;72;0;6,9;2;NE;-610.781;10.688.053;3
05/08/2021;28,4;78;0;9,9;1;C ;-610.781;10.688.053;3
06/08/2021;28,8;70;5;4,1;3;E ;-610.781;10.688.053;3
07/08/2021;29,3;72;0;6,4;4;E ;-610.781;10.688.053;3
08/08/2021;29,1;77;;10,3;3;SE;-610.781;10.688.053;3
09/08/2021;29,6;74;0;8,6;3;E ;-610.781;10.688.053;3
10/08/2021;27,1;84;58,7;10,1;2;C ;-610.781;10.688.053;3
11/08/2021;28,9;70;8888;0,6;2;E ;-610.781;10.688.053;3
12/08/2021;29,3;63;0;9,4;2;E ;-610.781;10.688.053;3
13/08/2021;28,4;72;0;10;2;C ;-610.781;10.688.053;3
14/08/2021;29,1;72;;0,3;2;E ;-610.781;10.688.053;3
15/08/2021;30,1;66;0;9,4;4;E ;-610.781;10.688.053;3
16/08/2021;29,2;68;0;9;3;E ;-610.781;10.688.053;3
17/08/2021;29,5;70;0;;2;NE;-610.781;10.688.053;3
18/08/2021;29,3;73;0;9,7;2;W ;-610.781;10.688.053;3
19/08/2021;28,9;74;0;6,7;2;S ;-610.781;10.688.053;3
20/08/2021;28,6;72;8888;6,2;2;NE;-610.781;10.688.053;3
21/08/2021;28,2;76;8888;3,8;1;C ;-610.781;10.688.053;3
22/08/2021;29;73;0;1,4;2;C ;-610.781;10.688.053;3
23/08/2021;29;76;0;3,3;2;NE;-610.781;10.688.053;3
24/08/2021;29,5;71;0;8;1;C ;-610.781;10.688.053;3
25/08/2021;28,7;70;8888;0,4;2;NE;-610.781;10.688.053;3
26/08/2021;29;66;0;6,5;2;C ;-610.781;10.688.053;3
27/08/2021;29,1;70;0;8,9;2;S ;-610.781;10.688.053;3
28/08/2021;30;63;0;7,2;2;C ;-610.781;10.688.053;3
29/08/2021;28,7;72;0;9,1;2;SW;-610.781;10.688.053;3
30/08/2021;29;76;0;0,5;1;C ;-610.781;10.688.053;3
31/08/2021;29,8;72;0;1,4;2;C ;-610.781;10.688.053;3
01/09/2021;29,3;71;8888;0,7;2;E ;-610.781;10.688.053;3
02/09/2021;29,1;70;0;6;2;C ;-610.781;10.688.053;3
03/09/2021;29,1;75;0;1,1;2;NE;-610.781;10.688.053;3
04/09/2021;29,1;68;;0;2;S ;-610.781;10.688.053;3
05/09/2021;29,6;70;;10,5;2;C ;-610.781;10.688.053;3
06/09/2021;29,6;73;0;5,2;3;E ;-610.781;10.688.053;3
07/09/2021;29;76;0;5;2;C ;-610.781;10.688.053;3
08/09/2021;28,8;76;0,3;5,5;2;C ;-610.781;10.688.053;3
09/09/2021;28,3;70;1,1;3,5;2;NE;-610.781;10.688.053;3
10/09/2021;29;66;;7,6;2;S ;-610.781;10.688.053;3
11/09/2021;29,1;70;0;10,9;2;C ;-610.781;10.688.053;3
12/09/2021;28,9;77;0;6,4;2;SE;-610.781;10.688.053;3
13/09/2021;28,9;75;8888;2,4;3;E ;-610.781;10.688.053;3
14/09/2021;25,7;90;64,4;5,8;1;C ;-610.781;10.688.053;3
15/09/2021;28;81;6,1;0;2;NE;-610.781;10.688.053;3
16/09/2021;29,1;75;0;6,6;3;E ;-610.781;10.688.053;3
17/09/2021;29,5;72;0;10,7;3;NE;-610.781;10.688.053;3
18/09/2021;30,4;66;0;11,1;3;SE;-610.781;10.688.053;3
19/09/2021;29,4;74;0;10,9;2;NW;-610.781;10.688.053;3
20/09/2021;28,8;71;8888;9;2;NE;-610.781;10.688.053;3
21/09/2021;29,1;71;0;9,1;2;SE;-610.781;10.688.053;3
22/09/2021;29,6;69;0;8,3;3;E ;-610.781;10.688.053;3
23/09/2021;29,9;68;0;9,7;4;E ;-610.781;10.688.053;3
24/09/2021;29,6;70;0;7,8;3;E ;-610.781;10.688.053;3
25/09/2021;29,7;74;0;10,2;3;SE;-610.781;10.688.053;3
26/09/2021;29,3;76;0;6,1;2;C ;-610.781;10.688.053;3
27/09/2021;29,6;73;8;9,3;2;NE;-610.781;10.688.053;3
28/09/2021;29,1;77;3,5;10,8;2;NE;-610.781;10.688.053;3
29/09/2021;29,7;74;0;7,9;2;C ;-610.781;10.688.053;3
30/09/2021;29,8;73;0;10,4;2;C ;-610.781;10.688.053;3
01/10/2021;29;75;25,1;10,7;2;NE;-610.781;10.688.053;3
02/10/2021;28,8;76;0;4;2;E ;-610.781;10.688.053;3
03/10/2021;29,1;72;0;3,4;2;W ;-610.781;10.688.053;3
04/10/2021;28,7;74;0;8,5;2;SE;-610.781;10.688.053;3
05/10/2021;29,2;65;7,2;3,3;2;C ;-610.781;10.688.053;3
06/10/2021;29,8;71;0;8,2;2;NE;-610.781;10.688.053;3
07/10/2021;29,5;65;2,3;7;2;N ;-610.781;10.688.053;3
08/10/2021;29;72;0;8,2;2;NE;-610.781;10.688.053;3
09/10/2021;29,9;70;0;8,8;2;NE;-610.781;10.688.053;3
10/10/2021;30,2;72;0;8,2;2;C ;-610.781;10.688.053;3
11/10/2021;;;0;5,1;2;C ;-610.781;10.688.053;3
12/10/2021;29,7;67;0;;2;NE;-610.781;10.688.053;3
13/10/2021;30,1;67;0;5,6;1;C ;-610.781;10.688.053;3
14/10/2021;30,1;71;0;7,9;2;N ;-610.781;10.688.053;3
15/10/2021;30,5;71;0;2,4;2;NE;-610.781;10.688.053;3
16/10/2021;30,1;72;0;10,8;2;NE;-610.781;10.688.053;3
17/10/2021;30,6;72;0;8,4;3;E ;-610.781;10.688.053;3
18/10/2021;25,9;90;51,5;10,7;1;C ;-610.781;10.688.053;3
19/10/2021;27,5;80;16,3;0;2;SW;-610.781;10.688.053;3
20/10/2021;28,9;76;0;5,3;2;W ;-610.781;10.688.053;3
21/10/2021;29,1;82;87;7,3;2;SE;-610.781;10.688.053;3
22/10/2021;29,4;76;0;7,2;2;C ;-610.781;10.688.053;3
23/10/2021;28,8;78;8,6;5,1;2;NE;-610.781;10.688.053;3
24/10/2021;30,1;72;0;6,1;1;C ;-610.781;10.688.053;3
25/10/2021;30;71;0;11,2;1;C ;-610.781;10.688.053;3
26/10/2021;29,5;72;0;9,3;2;NE;-610.781;10.688.053;3
27/10/2021;28,9;80;4,5;8,7;2;C ;-610.781;10.688.053;3
28/10/2021;27,6;82;33,4;5,2;2;NW;-610.781;10.688.053;3
29/10/2021;28,9;75;6,2;0;0;C ;-610.781;10.688.053;3
30/10/2021;29,6;76;0;9,8;2;C ;-610.781;10.688.053;3
31/10/2021;29,2;75;5,1;9,6;1;C ;-610.781;10.688.053;3
01/11/2021;28,1;84;2,2;6,6;2;S ;-610.781;10.688.053;3
02/11/2021;28,7;76;1,5;1,5;2;C ;-610.781;10.688.053;3
03/11/2021;28,7;76;0;8,7;1;C ;-610.781;10.688.053;3
04/11/2021;29,1;77;8888;8,4;2;W ;-610.781;10.688.053;3
05/11/2021;28,3;83;8888;7,6;1;C ;-610.781;10.688.053;3
06/11/2021;29,3;76;1,7;2,5;2;S ;-610.781;10.688.053;3
07/11/2021;28,3;81;0;10,6;2;W ;-610.781;10.688.053;3
08/11/2021;28,1;81;0,5;3,6;2;NE;-610.781;10.688.053;3
09/11/2021;29,3;81;0;5,9;2;NW;-610.781;10.688.053;3
10/11/2021;28,5;74;0,2;8,2;2;W ;-610.781;10.688.053;3
11/11/2021;28,6;76;2;0,4;2;SW;-610.781;10.688.053;3
12/11/2021;28,6;72;0;0;2;C ;-610.781;10.688.053;3
13/11/2021;27,4;86;23,3;2,4;1;C ;-610.781;10.688.053;3
14/11/2021;29,5;73;0,8;2;3;NW;-610.781;10.688.053;3
15/11/2021;28,1;77;0,6;5,8;3;W ;-610.781;10.688.053;3
16/11/2021;30;66;8888;0;2;W ;-610.781;10.688.053;3
17/11/2021;29,6;75;8888;3;2;C ;-610.781;10.688.053;3
18/11/2021;29,4;74;0;4,1;3;W ;-610.781;10.688.053;3
19/11/2021;28,1;72;0;3,5;4;W ;-610.781;10.688.053;3
20/11/2021;28,3;75;0;0,2;2;SW;-610.781;10.688.053;3
21/11/2021;29,4;76;0,4;3;4;W ;-610.781;10.688.053;3
22/11/2021;29,2;76;0;7,5;4;W ;-610.781;10.688.053;3
23/11/2021;28,1;74;8888;2,4;6;W ;-610.781;10.688.053;3
24/11/2021;29,1;66;0;1,7;3;W ;-610.781;10.688.053;3
25/11/2021;29,4;70;0;0,5;3;W ;-610.781;10.688.053;3
26/11/2021;28,5;78;8888;3;2;W ;-610.781;10.688.053;3
27/11/2021;27,8;76;11,9;4,3;5;W ;-610.781;10.688.053;3
28/11/2021;28,4;72;5,8;3,5;5;W ;-610.781;10.688.053;3
29/11/2021;28,4;74;1,1;2,1;3;W ;-610.781;10.688.053;3
30/11/2021;29;74;0;3,3;2;NW;-610.781;10.688.053;3
01/12/2021;30,3;61;0;0,7;3;W ;-610.781;10.688.053;3
02/12/2021;30,4;68;0;4,8;4;W ;-610.781;10.688.053;3
03/12/2021;29,6;72;0;8,9;2;W ;-610.781;10.688.053;3
04/12/2021;;82;0;1,2;2;W ;-610.781;10.688.053;3
05/12/2021;26,4;84;4,8;0;2;C ;-610.781;10.688.053;3
06/12/2021;26,9;84;8;0;2;C ;-610.781;10.688.053;3
07/12/2021;27,1;86;67,5;3,6;2;C ;-610.781;10.688.053;3
08/12/2021;28,4;82;1;0;2;NW;-610.781;10.688.053;3
09/12/2021;28,1;82;18,6;9,6;2;W ;-610.781;10.688.053;3
10/12/2021;28,4;80;8888;2,6;2;N ;-610.781;10.688.053;3
11/12/2021;28,1;79;3,7;7;2;W ;-610.781;10.688.053;3
12/12/2021;29,2;73;0;3,4;3;W ;-610.781;10.688.053;3
13/12/2021;29,4;73;0;7,2;3;W ;-610.781;10.688.053;3
14/12/2021;28,8;81;0;8,4;2;NW;-610.781;10.688.053;3
15/12/2021;29,1;76;0;;1;C ;-610.781;10.688.053;3
16/12/2021;28,6;79;0;2,8;2;SE;-610.781;10.688.053;3
17/12/2021;29,1;73;0,7;4,5;2;SW;-610.781;10.688.053;3
18/12/2021;28,5;77;0;7,3;2;C ;-610.781;10.688.053;3
19/12/2021;29,6;77;29;6,3;2;W ;-610.781;10.688.053;3
20/12/2021;28;82;0;6,8;2;W ;-610.781;10.688.053;3
21/12/2021;26,9;87;2,5;2,4;2;W ;-610.781;10.688.053;3
22/12/2021;29;76;1,9;0,6;1;C ;-610.781;10.688.053;3
23/12/2021;27,7;81;0;6,3;2;W ;-610.781;10.688.053;3
24/12/2021;28,7;78;1,6;4,1;2;NW;-610.781;10.688.053;3
25/12/2021;28;81;0;5;2;W ;-610.781;10.688.053;3
26/12/2021;28,6;76;6,9;3,5;2;NW;-610.781;10.688.053;3
27/12/2021;28,9;77;0,4;4,9;2;NW;-610.781;10.688.053;3
28/12/2021;28,2;81;0,2;8,4;2;W ;-610.781;10.688.053;3
29/12/2021;28,7;79;16,1;6,2;2;NW;-610.781;10.688.053;3
30/12/2021;28,4;80;0;4,2;2;W ;-610.781;10.688.053;3
31/12/2021;29;77;0;0,4;3;W ;-610.781;10.688.053;3
01/01/2022;28,9;76;8888;5,2;3;W ;-610.781;10.688.053;3
02/01/2022;28,6;79;0;4,7;2;W ;-610.781;10.688.053;3
03/01/2022;29,3;69;0;4,4;2;W ;-610.781;10.688.053;3
04/01/2022;29,3;67;0;7,7;2;NE;-610.781;10.688.053;3
05/01/2022;29,4;74;0;7,1;2;C ;-610.781;10.688.053;3
06/01/2022;28,6;82;36;9,1;2;C ;-610.781;10.688.053;3
07/01/2022;28,7;78;0,5;4;2;W ;-610.781;10.688.053;3
08/01/2022;29,1;74;7;9,3;3;NW;-610.781;10.688.053;3
09/01/2022;29,3;79;0;7,3;2;W ;-610.781;10.688.053;3
10/01/2022;28,2;81;0;5,4;3;NW;-610.781;10.688.053;3
11/01/2022;27,1;84;43,9;2,8;3;NW;-610.781;10.688.053;3
